No,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,datetime,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv
27,159.0,-11,-5.0,1021.0,3.57,0,0,2010-01-02 02:00:00,False,False,True,False
28,181.0,-7,-5.0,1022.0,5.36,1,0,2010-01-02 03:00:00,False,False,True,False
29,138.0,-7,-5.0,1022.0,6.25,2,0,2010-01-02 04:00:00,False,False,True,False
30,109.0,-7,-6.0,1022.0,7.14,3,0,2010-01-02 05:00:00,False,False,True,False
31,105.0,-7,-6.0,1023.0,8.93,4,0,2010-01-02 06:00:00,False,False,True,False
32,124.0,-7,-5.0,1024.0,10.72,0,0,2010-01-02 07:00:00,False,False,True,False
33,120.0,-8,-6.0,1024.0,12.51,0,0,2010-01-02 08:00:00,False,False,True,False
34,132.0,-7,-5.0,1025.0,14.3,0,0,2010-01-02 09:00:00,False,False,True,False
35,140.0,-7,-5.0,1026.0,17.43,1,0,2010-01-02 10:00:00,False,False,True,False
36,152.0,-8,-5.0,1026.0,20.56,0,0,2010-01-02 11:00:00,False,False,True,False
37,148.0,-8,-5.0,1026.0,23.69,0,0,2010-01-02 12:00:00,False,False,True,False
38,164.0,-8,-5.0,1025.0,27.71,0,0,2010-01-02 13:00:00,False,False,True,False
39,158.0,-9,-5.0,1025.0,31.73,0,0,2010-01-02 14:00:00,False,False,True,False
40,154.0,-9,-5.0,1025.0,35.75,0,0,2010-01-02 15:00:00,False,False,True,False
41,159.0,-9,-5.0,1026.0,37.54,0,0,2010-01-02 16:00:00,False,False,True,False
42,164.0,-8,-5.0,1027.0,39.33,0,0,2010-01-02 17:00:00,False,False,True,False
43,170.0,-8,-5.0,1027.0,42.46,0,0,2010-01-02 18:00:00,False,False,True,False
44,149.0,-8,-5.0,1028.0,44.25,0,0,2010-01-02 19:00:00,False,False,True,False
45,154.0,-7,-5.0,1028.0,46.04,0,0,2010-01-02 20:00:00,False,False,True,False
46,164.0,-7,-5.0,1027.0,49.17,1,0,2010-01-02 21:00:00,False,False,True,False
47,156.0,-8,-6.0,1028.0,52.3,2,0,2010-01-02 22:00:00,False,False,True,False
48,126.0,-8,-6.0,1027.0,55.43,3,0,2010-01-02 23:00:00,False,False,True,False
49,90.0,-7,-6.0,1027.0,58.56,4,0,2010-01-03 00:00:00,False,False,True,False
50,63.0,-8,-6.0,1026.0,61.69,5,0,2010-01-03 01:00:00,False,False,True,False
51,65.0,-8,-7.0,1026.0,65.71,6,0,2010-01-03 02:00:00,False,False,True,False
52,55.0,-8,-7.0,1025.0,68.84,7,0,2010-01-03 03:00:00,False,False,True,False
53,65.0,-8,-7.0,1024.0,72.86,8,0,2010-01-03 04:00:00,False,False,True,False
54,83.0,-9,-8.0,1024.0,76.88,9,0,2010-01-03 05:00:00,False,False,True,False
55,91.0,-10,-8.0,1024.0,80.9,10,0,2010-01-03 06:00:00,False,False,True,False
56,86.0,-10,-9.0,1024.0,84.92,11,0,2010-01-03 07:00:00,False,False,True,False
57,82.0,-10,-9.0,1024.0,89.84,12,0,2010-01-03 08:00:00,False,False,True,False
58,86.0,-11,-9.0,1023.0,93.86,13,0,2010-01-03 09:00:00,False,False,True,False
59,78.0,-11,-9.0,1023.0,97.88,15,0,2010-01-03 10:00:00,False,False,True,False
60,98.0,-11,-9.0,1022.0,102.8,16,0,2010-01-03 11:00:00,False,False,True,False
61,107.0,-11,-9.0,1021.0,105.93,17,0,2010-01-03 12:00:00,False,False,True,False
62,90.0,-11,-9.0,1020.0,111.74,19,0,2010-01-03 13:00:00,False,False,True,False
63,96.0,-11,-9.0,1020.0,116.66,20,0,2010-01-03 14:00:00,False,False,True,False
64,95.0,-11,-9.0,1020.0,121.58,21,0,2010-01-03 15:00:00,False,False,True,False
65,86.0,-11,-9.0,1020.0,124.71,22,0,2010-01-03 16:00:00,False,False,True,False
66,70.0,-11,-9.0,1020.0,127.84,23,0,2010-01-03 17:00:00,False,False,True,False
67,61.0,-11,-9.0,1021.0,0.89,24,0,2010-01-03 18:00:00,False,False,False,True
68,53.0,-11,-9.0,1022.0,1.78,25,0,2010-01-03 19:00:00,False,False,False,True
69,71.0,-10,-9.0,1022.0,4.02,26,0,2010-01-03 20:00:00,False,True,False,False
70,72.0,-11,-10.0,1023.0,7.15,27,0,2010-01-03 21:00:00,False,True,False,False
71,76.0,-11,-9.0,1023.0,11.17,0,0,2010-01-03 22:00:00,False,True,False,False
72,73.0,-12,-11.0,1023.0,14.3,0,0,2010-01-03 23:00:00,False,True,False,False
73,79.0,-14,-12.0,1023.0,16.09,0,0,2010-01-04 00:00:00,False,True,False,False
74,58.0,-16,-9.0,1023.0,21.9,0,0,2010-01-04 01:00:00,False,True,False,False
75,25.0,-17,-10.0,1024.0,29.95,0,0,2010-01-04 02:00:00,False,True,False,False
76,26.0,-18,-11.0,1024.0,39.78,0,0,2010-01-04 03:00:00,False,True,False,False
77,28.0,-19,-11.0,1025.0,48.72,0,0,2010-01-04 04:00:00,False,True,False,False
78,26.0,-20,-12.0,1026.0,55.87,0,0,2010-01-04 05:00:00,False,True,False,False
79,20.0,-21,-12.0,1027.0,64.81,0,0,2010-01-04 06:00:00,False,True,False,False
80,29.0,-21,-13.0,1027.0,73.75,0,0,2010-01-04 07:00:00,False,True,False,False
81,26.0,-22,-13.0,1028.0,80.9,0,0,2010-01-04 08:00:00,False,True,False,False
82,27.0,-22,-13.0,1029.0,90.73,0,0,2010-01-04 09:00:00,False,True,False,False
83,27.0,-22,-12.0,1030.0,100.56,0,0,2010-01-04 10:00:00,False,True,False,False
84,25.0,-23,-12.0,1031.0,108.61,0,0,2010-01-04 11:00:00,False,True,False,False
85,29.0,-21,-11.0,1030.0,117.55,0,0,2010-01-04 12:00:00,False,True,False,False
86,32.0,-20,-10.0,1030.0,127.38,0,0,2010-01-04 13:00:00,False,True,False,False
87,28.0,-21,-10.0,1030.0,136.32,0,0,2010-01-04 14:00:00,False,True,False,False
88,29.0,-21,-9.0,1030.0,145.26,0,0,2010-01-04 15:00:00,False,True,False,False
89,30.0,-21,-9.0,1031.0,152.41,0,0,2010-01-04 16:00:00,False,True,False,False
90,30.0,-20,-11.0,1032.0,159.56,0,0,2010-01-04 17:00:00,False,True,False,False
91,28.0,-23,-11.0,1032.0,165.37,0,0,2010-01-04 18:00:00,False,True,False,False
92,26.0,-21,-12.0,1033.0,171.18,0,0,2010-01-04 19:00:00,False,True,False,False
93,31.0,-24,-12.0,1034.0,180.12,0,0,2010-01-04 20:00:00,False,True,False,False
94,33.0,-24,-13.0,1034.0,187.27,0,0,2010-01-04 21:00:00,False,True,False,False
95,29.0,-24,-13.0,1035.0,195.32,0,0,2010-01-04 22:00:00,False,True,False,False
96,31.0,-26,-15.0,1035.0,198.45,0,0,2010-01-04 23:00:00,False,True,False,False
97,30.0,-26,-17.0,1035.0,201.58,0,0,2010-01-05 00:00:00,False,True,False,False
98,34.0,-26,-18.0,1035.0,205.6,0,0,2010-01-05 01:00:00,False,True,False,False
99,27.0,-26,-19.0,1035.0,208.73,0,0,2010-01-05 02:00:00,False,True,False,False
100,25.0,-27,-18.0,1035.0,213.65,0,0,2010-01-05 03:00:00,False,True,False,False
101,28.0,-27,-19.0,1035.0,218.57,0,0,2010-01-05 04:00:00,False,True,False,False
102,28.0,-27,-16.0,1034.0,4.92,0,0,2010-01-05 05:00:00,True,False,False,False
103,27.0,-26,-16.0,1035.0,8.05,0,0,2010-01-05 06:00:00,True,False,False,False
104,27.0,-27,-16.0,1034.0,13.86,0,0,2010-01-05 07:00:00,True,False,False,False
105,27.0,-26,-16.0,1035.0,18.78,0,0,2010-01-05 08:00:00,True,False,False,False
106,29.0,-26,-15.0,1035.0,24.59,0,0,2010-01-05 09:00:00,True,False,False,False
107,36.0,-25,-14.0,1035.0,29.51,0,0,2010-01-05 10:00:00,True,False,False,False
108,30.0,-25,-13.0,1035.0,34.43,0,0,2010-01-05 11:00:00,True,False,False,False
109,27.0,-25,-12.0,1034.0,39.35,0,0,2010-01-05 12:00:00,True,False,False,False
110,39.0,-24,-11.0,1032.0,41.14,0,0,2010-01-05 13:00:00,True,False,False,False
111,41.0,-22,-11.0,1032.0,0.89,0,0,2010-01-05 14:00:00,False,False,False,True
112,33.0,-23,-11.0,1031.0,1.79,0,0,2010-01-05 15:00:00,False,True,False,False
113,50.0,-24,-11.0,1031.0,3.58,0,0,2010-01-05 16:00:00,False,True,False,False
114,56.0,-23,-11.0,1031.0,5.37,0,0,2010-01-05 17:00:00,False,True,False,False
115,59.0,-23,-11.0,1032.0,7.16,0,0,2010-01-05 18:00:00,False,True,False,False
116,60.0,-22,-13.0,1033.0,10.29,0,0,2010-01-05 19:00:00,False,True,False,False
117,84.0,-22,-12.0,1033.0,13.42,0,0,2010-01-05 20:00:00,False,True,False,False
118,106.0,-24,-18.0,1033.0,16.55,0,0,2010-01-05 21:00:00,False,True,False,False
119,66.0,-22,-13.0,1034.0,20.57,0,0,2010-01-05 22:00:00,False,True,False,False
120,50.0,-22,-16.0,1033.0,23.7,0,0,2010-01-05 23:00:00,False,True,False,False
121,56.0,-25,-17.0,1033.0,26.83,0,0,2010-01-06 00:00:00,False,True,False,False
122,77.0,-25,-14.0,1033.0,4.02,0,0,2010-01-06 01:00:00,True,False,False,False
123,50.0,-26,-14.0,1034.0,8.04,0,0,2010-01-06 02:00:00,True,False,False,False
124,44.0,-26,-14.0,1033.0,13.85,0,0,2010-01-06 03:00:00,True,False,False,False
125,27.0,-26,-14.0,1033.0,17.87,0,0,2010-01-06 04:00:00,True,False,False,False
126,28.0,-26,-14.0,1033.0,23.68,0,0,2010-01-06 05:00:00,True,False,False,False
127,21.0,-26,-14.0,1033.0,28.6,0,0,2010-01-06 06:00:00,True,False,False,False
128,25.0,-26,-15.0,1034.0,33.52,0,0,2010-01-06 07:00:00,True,False,False,False
129,20.0,-26,-14.0,1034.0,39.33,0,0,2010-01-06 08:00:00,True,False,False,False
130,29.0,-25,-13.0,1035.0,44.25,0,0,2010-01-06 09:00:00,True,False,False,False
131,34.0,-25,-12.0,1035.0,50.06,0,0,2010-01-06 10:00:00,True,False,False,False
132,42.0,-24,-11.0,1035.0,54.98,0,0,2010-01-06 11:00:00,True,False,False,False
133,28.0,-24,-10.0,1034.0,59.0,0,0,2010-01-06 12:00:00,True,False,False,False
134,36.0,-22,-10.0,1033.0,4.02,0,0,2010-01-06 13:00:00,False,True,False,False
135,48.0,-22,-9.0,1033.0,5.81,0,0,2010-01-06 14:00:00,False,True,False,False
136,49.0,-22,-8.0,1033.0,0.89,0,0,2010-01-06 15:00:00,False,False,False,True
137,52.0,-22,-8.0,1033.0,1.79,0,0,2010-01-06 16:00:00,False,True,False,False
138,56.0,-21,-9.0,1033.0,3.58,0,0,2010-01-06 17:00:00,False,True,False,False
139,96.0,-22,-9.0,1033.0,5.37,0,0,2010-01-06 18:00:00,False,True,False,False
140,75.0,-22,-14.0,1034.0,0.89,0,0,2010-01-06 19:00:00,False,False,False,True
141,105.0,-22,-12.0,1035.0,1.79,0,0,2010-01-06 20:00:00,False,True,False,False
142,132.0,-21,-14.0,1034.0,3.58,0,0,2010-01-06 21:00:00,False,True,False,False
143,93.0,-22,-16.0,1035.0,5.37,0,0,2010-01-06 22:00:00,False,True,False,False
144,131.0,-21,-16.0,1035.0,7.16,0,0,2010-01-06 23:00:00,False,True,False,False
145,127.0,-21,-16.0,1035.0,8.95,0,0,2010-01-07 00:00:00,False,True,False,False
146,130.0,-21,-16.0,1035.0,0.45,0,0,2010-01-07 01:00:00,False,False,False,True
147,43.0,-22,-18.0,1036.0,1.34,0,0,2010-01-07 02:00:00,False,False,False,True
148,37.0,-23,-15.0,1036.0,4.02,0,0,2010-01-07 03:00:00,False,True,False,False
149,30.0,-24,-16.0,1035.0,7.15,0,0,2010-01-07 04:00:00,False,True,False,False
150,28.0,-25,-15.0,1035.0,10.28,0,0,2010-01-07 05:00:00,False,True,False,False
151,24.0,-24,-15.0,1035.0,14.3,0,0,2010-01-07 06:00:00,False,True,False,False
152,23.0,-25,-13.0,1036.0,4.92,0,0,2010-01-07 07:00:00,True,False,False,False
153,24.0,-24,-14.0,1036.0,4.02,0,0,2010-01-07 08:00:00,False,True,False,False
154,27.0,-23,-12.0,1036.0,8.94,0,0,2010-01-07 09:00:00,False,True,False,False
155,40.0,-22,-11.0,1036.0,12.96,0,0,2010-01-07 10:00:00,False,True,False,False
156,42.0,-20,-10.0,1036.0,16.09,0,0,2010-01-07 11:00:00,False,True,False,False
157,42.0,-21,-9.0,1035.0,19.22,0,0,2010-01-07 12:00:00,False,True,False,False
158,55.0,-21,-8.0,1034.0,21.01,0,0,2010-01-07 13:00:00,False,True,False,False
159,52.0,-20,-7.0,1033.0,22.8,0,0,2010-01-07 14:00:00,False,True,False,False
160,51.0,-20,-7.0,1032.0,24.59,0,0,2010-01-07 15:00:00,False,True,False,False
161,57.0,-18,-8.0,1032.0,26.38,0,0,2010-01-07 16:00:00,False,True,False,False
162,50.0,-19,-9.0,1032.0,28.17,0,0,2010-01-07 17:00:00,False,True,False,False
163,54.0,-19,-11.0,1032.0,0.89,0,0,2010-01-07 18:00:00,True,False,False,False
164,67.0,-18,-11.0,1033.0,1.79,0,0,2010-01-07 19:00:00,False,True,False,False
165,106.0,-19,-15.0,1032.0,1.79,0,0,2010-01-07 20:00:00,True,False,False,False
166,159.0,-19,-14.0,1032.0,0.45,0,0,2010-01-07 21:00:00,False,False,False,True
167,198.0,-21,-14.0,1032.0,1.34,0,0,2010-01-07 22:00:00,False,False,False,True
168,190.0,-21,-16.0,1032.0,2.23,0,0,2010-01-07 23:00:00,False,False,False,True
169,210.0,-21,-17.0,1031.0,1.79,0,0,2010-01-08 00:00:00,False,True,False,False
170,195.0,-19,-16.0,1031.0,3.58,0,0,2010-01-08 01:00:00,False,True,False,False
171,275.0,-20,-16.0,1031.0,0.89,0,0,2010-01-08 02:00:00,True,False,False,False
172,164.0,-19,-15.0,1030.0,0.89,0,0,2010-01-08 03:00:00,False,False,True,False
173,110.0,-18,-15.0,1030.0,0.45,0,0,2010-01-08 04:00:00,False,False,False,True
174,100.0,-18,-15.0,1029.0,1.34,0,0,2010-01-08 05:00:00,False,False,False,True
175,81.0,-18,-15.0,1029.0,1.79,0,0,2010-01-08 06:00:00,False,True,False,False
176,71.0,-16,-13.0,1029.0,0.89,0,0,2010-01-08 07:00:00,True,False,False,False
177,66.0,-16,-12.0,1029.0,0.89,0,0,2010-01-08 08:00:00,False,False,True,False
178,92.0,-16,-12.0,1030.0,1.78,0,0,2010-01-08 09:00:00,False,False,True,False
179,135.0,-17,-10.0,1030.0,0.89,0,0,2010-01-08 10:00:00,True,False,False,False
180,155.0,-16,-10.0,1029.0,0.89,0,0,2010-01-08 11:00:00,False,False,False,True
181,198.0,-16,-9.0,1028.0,3.13,0,0,2010-01-08 12:00:00,False,False,True,False
182,250.0,-15,-8.0,1026.0,4.92,0,0,2010-01-08 13:00:00,False,False,True,False
183,200.0,-16,-8.0,1026.0,0.89,0,0,2010-01-08 14:00:00,False,False,False,True
184,231.0,-16,-8.0,1025.0,1.78,0,0,2010-01-08 15:00:00,False,False,False,True
185,250.0,-16,-8.0,1025.0,2.67,0,0,2010-01-08 16:00:00,False,False,False,True
186,212.0,-17,-8.0,1025.0,0.89,0,0,2010-01-08 17:00:00,False,False,True,False
187,219.0,-17,-9.0,1026.0,0.45,0,0,2010-01-08 18:00:00,False,False,False,True
188,227.0,-17,-11.0,1026.0,1.34,0,0,2010-01-08 19:00:00,False,False,False,True
189,226.0,-17,-12.0,1026.0,1.79,0,0,2010-01-08 20:00:00,False,False,False,True
190,225.0,-18,-14.0,1027.0,1.79,0,0,2010-01-08 21:00:00,False,True,False,False
191,168.0,-16,-9.0,1027.0,4.92,0,0,2010-01-08 22:00:00,False,True,False,False
192,169.0,-16,-11.0,1027.0,6.71,0,0,2010-01-08 23:00:00,False,True,False,False
193,165.0,-17,-13.0,1027.0,0.89,0,0,2010-01-09 00:00:00,False,False,False,True
194,159.0,-17,-13.0,1027.0,3.13,0,0,2010-01-09 01:00:00,False,True,False,False
195,167.0,-17,-14.0,1027.0,4.92,0,0,2010-01-09 02:00:00,False,True,False,False
196,196.0,-17,-15.0,1027.0,8.05,0,0,2010-01-09 03:00:00,False,True,False,False
197,169.0,-17,-13.0,1027.0,9.84,0,0,2010-01-09 04:00:00,False,True,False,False
198,155.0,-19,-16.0,1027.0,13.86,0,0,2010-01-09 05:00:00,False,True,False,False
199,119.0,-18,-15.0,1027.0,17.88,0,0,2010-01-09 06:00:00,False,True,False,False
200,106.0,-19,-15.0,1027.0,21.9,0,0,2010-01-09 07:00:00,False,True,False,False
201,93.0,-18,-14.0,1028.0,25.92,0,0,2010-01-09 08:00:00,False,True,False,False
202,84.0,-18,-9.0,1029.0,5.81,0,0,2010-01-09 09:00:00,True,False,False,False
203,73.0,-17,-7.0,1029.0,11.62,0,0,2010-01-09 10:00:00,True,False,False,False
204,66.0,-17,-6.0,1030.0,17.43,0,0,2010-01-09 11:00:00,True,False,False,False
205,40.0,-16,-6.0,1029.0,23.24,0,0,2010-01-09 12:00:00,True,False,False,False
206,49.0,-16,-5.0,1029.0,28.16,0,0,2010-01-09 13:00:00,True,False,False,False
207,50.0,-15,-4.0,1029.0,33.08,0,0,2010-01-09 14:00:00,True,False,False,False
208,49.0,-14,-4.0,1028.0,37.1,0,0,2010-01-09 15:00:00,True,False,False,False
209,41.0,-15,-4.0,1029.0,38.89,0,0,2010-01-09 16:00:00,True,False,False,False
210,37.0,-15,-4.0,1030.0,1.79,0,0,2010-01-09 17:00:00,False,True,False,False
211,45.0,-15,-7.0,1030.0,3.13,0,0,2010-01-09 18:00:00,True,False,False,False
212,44.0,-15,-6.0,1031.0,3.13,0,0,2010-01-09 19:00:00,False,True,False,False
213,54.0,-15,-7.0,1032.0,4.92,0,0,2010-01-09 20:00:00,False,True,False,False
214,50.0,-15,-6.0,1032.0,3.13,0,0,2010-01-09 21:00:00,True,False,False,False
215,47.0,-15,-8.0,1033.0,0.45,0,0,2010-01-09 22:00:00,False,False,False,True
216,66.0,-15,-8.0,1033.0,0.9,0,0,2010-01-09 23:00:00,False,False,False,True
217,75.0,-15,-11.0,1033.0,0.89,0,0,2010-01-10 00:00:00,False,True,False,False
218,82.0,-17,-13.0,1033.0,1.78,0,0,2010-01-10 01:00:00,False,True,False,False
219,66.0,-17,-12.0,1033.0,4.91,0,0,2010-01-10 02:00:00,False,True,False,False
220,83.0,-17,-13.0,1033.0,8.04,0,0,2010-01-10 03:00:00,False,True,False,False
221,62.0,-19,-14.0,1032.0,9.83,0,0,2010-01-10 04:00:00,False,True,False,False
222,40.0,-18,-13.0,1032.0,12.96,0,0,2010-01-10 05:00:00,False,True,False,False
223,23.0,-19,-13.0,1032.0,16.09,0,0,2010-01-10 06:00:00,False,True,False,False
224,25.0,-19,-14.0,1033.0,19.22,0,0,2010-01-10 07:00:00,False,True,False,False
225,27.0,-19,-14.0,1034.0,22.35,0,0,2010-01-10 08:00:00,False,True,False,False
226,35.0,-17,-12.0,1033.0,24.14,0,0,2010-01-10 09:00:00,False,True,False,False
227,50.0,-16,-7.0,1033.0,4.02,0,0,2010-01-10 10:00:00,True,False,False,False
228,70.0,-15,-7.0,1033.0,3.13,0,0,2010-01-10 11:00:00,False,True,False,False
229,75.0,-15,-7.0,1032.0,6.26,0,0,2010-01-10 12:00:00,False,True,False,False
230,58.0,-14,-6.0,1031.0,9.39,0,0,2010-01-10 13:00:00,False,True,False,False
231,70.0,-14,-6.0,1031.0,12.52,0,0,2010-01-10 14:00:00,False,True,False,False
232,68.0,-13,-5.0,1030.0,14.31,0,0,2010-01-10 15:00:00,False,True,False,False
233,71.0,-14,-5.0,1031.0,16.1,0,0,2010-01-10 16:00:00,False,True,False,False
234,88.0,-14,-6.0,1031.0,19.23,0,0,2010-01-10 17:00:00,False,True,False,False
235,84.0,-13,-7.0,1032.0,23.25,0,0,2010-01-10 18:00:00,False,True,False,False
236,83.0,-15,-6.0,1032.0,27.27,0,0,2010-01-10 19:00:00,False,True,False,False
237,66.0,-15,-6.0,1033.0,30.4,0,0,2010-01-10 20:00:00,False,True,False,False
238,27.0,-15,-4.0,1034.0,35.32,0,0,2010-01-10 21:00:00,False,True,False,False
239,24.0,-16,-4.0,1034.0,44.26,0,0,2010-01-10 22:00:00,False,True,False,False
240,22.0,-17,-5.0,1035.0,52.31,0,0,2010-01-10 23:00:00,False,True,False,False
241,23.0,-17,-6.0,1035.0,60.36,0,0,2010-01-11 00:00:00,False,True,False,False
242,27.0,-17,-8.0,1035.0,0.89,0,0,2010-01-11 01:00:00,False,False,False,True
243,23.0,-19,-11.0,1036.0,4.02,0,0,2010-01-11 02:00:00,False,True,False,False
244,17.0,-20,-11.0,1036.0,8.94,0,0,2010-01-11 03:00:00,False,True,False,False
245,17.0,-21,-11.0,1035.0,4.02,0,0,2010-01-11 04:00:00,True,False,False,False
246,16.0,-22,-12.0,1035.0,3.13,0,0,2010-01-11 05:00:00,False,True,False,False
247,16.0,-22,-12.0,1035.0,4.92,0,0,2010-01-11 06:00:00,True,False,False,False
248,20.0,-22,-13.0,1036.0,5.81,0,0,2010-01-11 07:00:00,False,True,False,False
249,20.0,-22,-9.0,1036.0,13.86,0,0,2010-01-11 08:00:00,False,True,False,False
250,18.0,-22,-10.0,1036.0,21.91,0,0,2010-01-11 09:00:00,False,True,False,False
251,25.0,-22,-9.0,1036.0,29.06,0,0,2010-01-11 10:00:00,False,True,False,False
252,26.0,-21,-9.0,1036.0,33.08,0,0,2010-01-11 11:00:00,False,True,False,False
253,27.0,-20,-6.0,1035.0,42.02,0,0,2010-01-11 12:00:00,False,True,False,False
254,28.0,-19,-5.0,1034.0,50.96,0,0,2010-01-11 13:00:00,False,True,False,False
255,15.0,-19,-5.0,1033.0,59.01,0,0,2010-01-11 14:00:00,False,True,False,False
256,24.0,-20,-5.0,1033.0,66.16,0,0,2010-01-11 15:00:00,False,True,False,False
257,13.0,-20,-5.0,1032.0,71.97,0,0,2010-01-11 16:00:00,False,True,False,False
258,13.0,-20,-5.0,1033.0,76.89,0,0,2010-01-11 17:00:00,False,True,False,False
259,13.0,-20,-7.0,1033.0,81.81,0,0,2010-01-11 18:00:00,False,True,False,False
260,17.0,-22,-7.0,1033.0,85.83,0,0,2010-01-11 19:00:00,False,True,False,False
261,20.0,-22,-8.0,1033.0,89.85,0,0,2010-01-11 20:00:00,False,True,False,False
262,27.0,-23,-10.0,1033.0,91.64,0,0,2010-01-11 21:00:00,False,True,False,False
263,20.0,-23,-13.0,1033.0,93.43,0,0,2010-01-11 22:00:00,False,True,False,False
264,15.0,-22,-12.0,1032.0,0.89,0,0,2010-01-11 23:00:00,False,False,False,True
265,21.0,-22,-15.0,1031.0,1.78,0,0,2010-01-12 00:00:00,False,False,False,True
266,21.0,-22,-14.0,1031.0,1.79,0,0,2010-01-12 01:00:00,True,False,False,False
267,37.0,-22,-14.0,1031.0,0.89,0,0,2010-01-12 02:00:00,False,True,False,False
268,26.0,-24,-18.0,1030.0,1.79,0,0,2010-01-12 03:00:00,True,False,False,False
269,15.0,-24,-13.0,1030.0,3.58,0,0,2010-01-12 04:00:00,True,False,False,False
270,9.0,-25,-14.0,1030.0,3.13,0,0,2010-01-12 05:00:00,False,True,False,False
271,11.0,-24,-14.0,1030.0,7.15,0,0,2010-01-12 06:00:00,False,True,False,False
272,11.0,-25,-12.0,1030.0,12.96,0,0,2010-01-12 07:00:00,False,True,False,False
273,16.0,-26,-14.0,1030.0,16.98,0,0,2010-01-12 08:00:00,False,True,False,False
274,13.0,-25,-12.0,1031.0,21.0,0,0,2010-01-12 09:00:00,False,True,False,False
275,15.0,-25,-11.0,1031.0,26.81,0,0,2010-01-12 10:00:00,False,True,False,False
276,21.0,-24,-11.0,1030.0,35.75,0,0,2010-01-12 11:00:00,False,True,False,False
277,24.0,-23,-11.0,1029.0,47.82,0,0,2010-01-12 12:00:00,False,True,False,False
278,22.0,-22,-11.0,1029.0,63.02,0,0,2010-01-12 13:00:00,False,True,False,False
279,22.0,-23,-11.0,1029.0,75.98,0,0,2010-01-12 14:00:00,False,True,False,False
280,22.0,-22,-11.0,1029.0,88.05,0,0,2010-01-12 15:00:00,False,True,False,False
281,19.0,-23,-11.0,1030.0,101.01,0,0,2010-01-12 16:00:00,False,True,False,False
282,23.0,-24,-11.0,1030.0,109.06,0,0,2010-01-12 17:00:00,False,True,False,False
283,25.0,-24,-11.0,1032.0,118.0,0,0,2010-01-12 18:00:00,False,True,False,False
284,25.0,-23,-11.0,1032.0,126.05,0,0,2010-01-12 19:00:00,False,True,False,False
285,31.0,-23,-12.0,1032.0,134.1,0,0,2010-01-12 20:00:00,False,True,False,False
286,25.0,-24,-12.0,1033.0,142.15,0,0,2010-01-12 21:00:00,False,True,False,False
287,22.0,-23,-12.0,1033.0,150.2,0,0,2010-01-12 22:00:00,False,True,False,False
288,22.0,-23,-12.0,1034.0,160.03,0,0,2010-01-12 23:00:00,False,True,False,False
289,15.0,-24,-12.0,1034.0,169.86,0,0,2010-01-13 00:00:00,False,True,False,False
290,16.0,-24,-12.0,1033.0,178.8,0,0,2010-01-13 01:00:00,False,True,False,False
